/workspace/codes/build/src/model-net-fluid-flow-wan-random-traffic --sync=1 -- config.yaml 

Fri Jul 24 14:31:02 2026

ROSS Version: v8.1.0

tw_net_start: Found world size to be 1 
fluid-flow-wan config: workload=random-traffic switches=128 terminals=256 interval_seconds=10.000000 num_send_intervals=40 num_drain_intervals=20 backpressure_delay_ms=1.000000 flow_generation_every_n_intervals=4 random_flow_min_gbit=1000.000000 random_flow_max_gbit=4000.000000 output_data_unit=Gb buffer_mode=shared egress_model=statistical csv_logs=buffered-forward ross_message_size=32768 fluid_msg_size=30736

ROSS Core Configuration: 
	Total PEs                                                    1
	Total KPs                                          [Nodes (1) x KPs (16)] 16
	Total LPs                                                  384
	Simulation End Time                                31536000000000000.00
	LP-to-PE Mapping                                   model defined


ROSS Event Memory Allocation:
	Model events                                            393217
	Network events                                              16
	Total events                                            393232

*** START SEQUENTIAL SIMULATION ***

*** END SIMULATION ***

fluid-flow-wan gid=0 switch=0 name=S000 ports=9 shared_buffer_gbit=100.000000 received_fragments=7537 sent_fragments=7012 buffered_residual_gbit=3832.170960 sent_gbit=48255.481378 local_delivery_gbit=6672.314922 dropped_gbit=9505.710726 ready_queue_gbit=12.561942 shared_buffer_occupied_gbit=12.561942 pause_asserted=0 pause_updates_sent=62 pause_frames_sent=31 resume_frames_sent=31 pause_updates_received=24 pause_frames_received=12 resume_frames_received=12 total_pause_time_ms=133400.000000
fluid-flow-wan gid=104 switch=104 name=S110 ports=8 shared_buffer_gbit=100.000000 received_fragments=3808 sent_fragments=3394 buffered_residual_gbit=1352.825988 sent_gbit=41448.415449 local_delivery_gbit=4746.466825 dropped_gbit=8003.269234 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=18 pause_frames_sent=9 resume_frames_sent=9 pause_updates_received=34 pause_frames_received=17 resume_frames_received=17 total_pause_time_ms=180650.000000
fluid-flow-wan gid=105 switch=105 name=S060 ports=5 shared_buffer_gbit=100.000000 received_fragments=2404 sent_fragments=2305 buffered_residual_gbit=1427.785562 sent_gbit=23081.285888 local_delivery_gbit=5852.699124 dropped_gbit=4599.322430 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=26 pause_frames_sent=13 resume_frames_sent=13 pause_updates_received=22 pause_frames_received=11 resume_frames_received=11 total_pause_time_ms=153950.000000
fluid-flow-wan gid=106 switch=106 name=S113 ports=5 shared_buffer_gbit=100.000000 received_fragments=3381 sent_fragments=3308 buffered_residual_gbit=1497.978563 sent_gbit=43123.010057 local_delivery_gbit=10084.780044 dropped_gbit=6598.905890 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=18 pause_frames_sent=9 resume_frames_sent=9 pause_updates_received=30 pause_frames_received=15 resume_frames_received=15 total_pause_time_ms=201750.000000
fluid-flow-wan gid=107 switch=107 name=S062 ports=4 shared_buffer_gbit=100.000000 received_fragments=2763 sent_fragments=2383 buffered_residual_gbit=676.793077 sent_gbit=31722.230429 local_delivery_gbit=11376.972085 dropped_gbit=3768.954120 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=10 pause_frames_sent=5 resume_frames_sent=5 pause_updates_received=16 pause_frames_received=8 resume_frames_received=8 total_pause_time_ms=125600.000000
fluid-flow-wan gid=108 switch=108 name=S069 ports=5 shared_buffer_gbit=100.000000 received_fragments=3134 sent_fragments=3288 buffered_residual_gbit=2505.509825 sent_gbit=31386.320890 local_delivery_gbit=7648.883380 dropped_gbit=5933.649251 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=42 pause_frames_sent=21 resume_frames_sent=21 pause_updates_received=36 pause_frames_received=18 resume_frames_received=18 total_pause_time_ms=170100.000000
fluid-flow-wan gid=109 switch=109 name=S064 ports=8 shared_buffer_gbit=100.000000 received_fragments=3659 sent_fragments=3655 buffered_residual_gbit=2167.466458 sent_gbit=36746.986103 local_delivery_gbit=9912.434529 dropped_gbit=7493.390476 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=36 pause_frames_sent=18 resume_frames_sent=18 pause_updates_received=50 pause_frames_received=25 resume_frames_received=25 total_pause_time_ms=256250.000000
fluid-flow-wan gid=110 switch=110 name=S105 ports=5 shared_buffer_gbit=100.000000 received_fragments=2262 sent_fragments=2262 buffered_residual_gbit=2178.410401 sent_gbit=24787.762089 local_delivery_gbit=5986.100084 dropped_gbit=5293.315026 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=26 pause_frames_sent=13 resume_frames_sent=13 pause_updates_received=38 pause_frames_received=19 resume_frames_received=19 total_pause_time_ms=189550.000000
fluid-flow-wan gid=111 switch=111 name=S120 ports=6 shared_buffer_gbit=100.000000 received_fragments=2392 sent_fragments=2205 buffered_residual_gbit=1423.462232 sent_gbit=30146.284100 local_delivery_gbit=4771.064961 dropped_gbit=5877.479792 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=26 pause_frames_sent=13 resume_frames_sent=13 pause_updates_received=38 pause_frames_received=19 resume_frames_received=19 total_pause_time_ms=219550.000000
fluid-flow-wan gid=112 switch=112 name=S079 ports=7 shared_buffer_gbit=100.000000 received_fragments=3526 sent_fragments=3147 buffered_residual_gbit=1397.660045 sent_gbit=47527.353031 local_delivery_gbit=6710.379258 dropped_gbit=7976.490665 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=22 pause_frames_sent=11 resume_frames_sent=11 pause_updates_received=48 pause_frames_received=24 resume_frames_received=24 total_pause_time_ms=306800.000000
fluid-flow-wan gid=113 switch=113 name=S071 ports=4 shared_buffer_gbit=100.000000 received_fragments=1914 sent_fragments=1896 buffered_residual_gbit=1602.806304 sent_gbit=25291.783636 local_delivery_gbit=5076.722598 dropped_gbit=4514.885200 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=26 pause_frames_sent=13 resume_frames_sent=13 pause_updates_received=22 pause_frames_received=11 resume_frames_received=11 total_pause_time_ms=183950.000000
fluid-flow-wan gid=114 switch=114 name=S097 ports=6 shared_buffer_gbit=100.000000 received_fragments=2533 sent_fragments=2392 buffered_residual_gbit=890.087517 sent_gbit=30819.393964 local_delivery_gbit=4655.068745 dropped_gbit=4770.212025 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=16 pause_frames_sent=8 resume_frames_sent=8 pause_updates_received=26 pause_frames_received=13 resume_frames_received=13 total_pause_time_ms=182850.000000
fluid-flow-wan gid=115 switch=115 name=S074 ports=5 shared_buffer_gbit=100.000000 received_fragments=2936 sent_fragments=2345 buffered_residual_gbit=640.285886 sent_gbit=29123.141385 local_delivery_gbit=6974.843372 dropped_gbit=3541.018615 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=8 pause_frames_sent=4 resume_frames_sent=4 pause_updates_received=32 pause_frames_received=16 resume_frames_received=16 total_pause_time_ms=151200.000000
fluid-flow-wan gid=116 switch=116 name=S078 ports=5 shared_buffer_gbit=100.000000 received_fragments=1967 sent_fragments=2062 buffered_residual_gbit=1690.906791 sent_gbit=31296.325954 local_delivery_gbit=6768.453970 dropped_gbit=5053.210908 ready_queue_gbit=0.890191 shared_buffer_occupied_gbit=0.890191 pause_asserted=0 pause_updates_sent=26 pause_frames_sent=13 resume_frames_sent=13 pause_updates_received=48 pause_frames_received=24 resume_frames_received=24 total_pause_time_ms=226800.000000
fluid-flow-wan gid=117 switch=117 name=S081 ports=5 shared_buffer_gbit=100.000000 received_fragments=1589 sent_fragments=1693 buffered_residual_gbit=1823.781432 sent_gbit=20063.363066 local_delivery_gbit=3904.866169 dropped_gbit=4595.872260 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=16 pause_frames_sent=8 resume_frames_sent=8 pause_updates_received=12 pause_frames_received=6 resume_frames_received=6 total_pause_time_ms=86700.000000
fluid-flow-wan gid=118 switch=118 name=S085 ports=6 shared_buffer_gbit=100.000000 received_fragments=2528 sent_fragments=2993 buffered_residual_gbit=2947.030908 sent_gbit=25945.324000 local_delivery_gbit=5964.180870 dropped_gbit=7340.842600 ready_queue_gbit=11.308316 shared_buffer_occupied_gbit=11.308316 pause_asserted=0 pause_updates_sent=28 pause_frames_sent=14 resume_frames_sent=14 pause_updates_received=28 pause_frames_received=14 resume_frames_received=14 total_pause_time_ms=162300.000000
fluid-flow-wan gid=119 switch=119 name=S089 ports=5 shared_buffer_gbit=100.000000 received_fragments=2339 sent_fragments=2354 buffered_residual_gbit=2142.235884 sent_gbit=25357.740861 local_delivery_gbit=10281.475486 dropped_gbit=3140.259422 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=32 pause_frames_sent=16 resume_frames_sent=16 pause_updates_received=2 pause_frames_received=1 resume_frames_received=1 total_pause_time_ms=9450.000000
fluid-flow-wan gid=120 switch=120 name=S094 ports=6 shared_buffer_gbit=100.000000 received_fragments=2369 sent_fragments=2381 buffered_residual_gbit=1682.543289 sent_gbit=32376.963067 local_delivery_gbit=3386.857822 dropped_gbit=5991.847814 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=26 pause_frames_sent=13 resume_frames_sent=13 pause_updates_received=50 pause_frames_received=25 resume_frames_received=25 total_pause_time_ms=236250.000000
fluid-flow-wan gid=121 switch=121 name=S096 ports=4 shared_buffer_gbit=100.000000 received_fragments=1315 sent_fragments=1261 buffered_residual_gbit=439.010204 sent_gbit=20068.400340 local_delivery_gbit=4926.403221 dropped_gbit=3625.314511 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=6 pause_frames_sent=3 resume_frames_sent=3 pause_updates_received=12 pause_frames_received=6 resume_frames_received=6 total_pause_time_ms=116700.000000
fluid-flow-wan gid=122 switch=122 name=S111 ports=5 shared_buffer_gbit=100.000000 received_fragments=2556 sent_fragments=2479 buffered_residual_gbit=1605.711489 sent_gbit=27115.449262 local_delivery_gbit=6542.393132 dropped_gbit=5917.745864 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=22 pause_frames_sent=11 resume_frames_sent=11 pause_updates_received=12 pause_frames_received=6 resume_frames_received=6 total_pause_time_ms=96700.000000
fluid-flow-wan gid=123 switch=123 name=S102 ports=7 shared_buffer_gbit=100.000000 received_fragments=3124 sent_fragments=3038 buffered_residual_gbit=1575.144665 sent_gbit=33884.840786 local_delivery_gbit=4601.530481 dropped_gbit=5479.854705 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=26 pause_frames_sent=13 resume_frames_sent=13 pause_updates_received=50 pause_frames_received=25 resume_frames_received=25 total_pause_time_ms=406250.000000
fluid-flow-wan gid=124 switch=124 name=S103 ports=4 shared_buffer_gbit=100.000000 received_fragments=1927 sent_fragments=1844 buffered_residual_gbit=1249.176744 sent_gbit=26429.966146 local_delivery_gbit=10036.533971 dropped_gbit=3452.842564 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=18 pause_frames_sent=9 resume_frames_sent=9 pause_updates_received=14 pause_frames_received=7 resume_frames_received=7 total_pause_time_ms=126150.000000
fluid-flow-wan gid=125 switch=125 name=S112 ports=6 shared_buffer_gbit=100.000000 received_fragments=2387 sent_fragments=2267 buffered_residual_gbit=1365.197380 sent_gbit=32866.686336 local_delivery_gbit=8580.542814 dropped_gbit=6277.272212 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=24 pause_frames_sent=12 resume_frames_sent=12 pause_updates_received=26 pause_frames_received=13 resume_frames_received=13 total_pause_time_ms=222850.000000
fluid-flow-wan gid=126 switch=126 name=S118 ports=4 shared_buffer_gbit=100.000000 received_fragments=1909 sent_fragments=2044 buffered_residual_gbit=2208.249189 sent_gbit=18182.209399 local_delivery_gbit=7252.790397 dropped_gbit=3684.691299 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=12 pause_frames_sent=6 resume_frames_sent=6 pause_updates_received=16 pause_frames_received=8 resume_frames_received=8 total_pause_time_ms=75600.000000
fluid-flow-wan gid=127 switch=127 name=S121 ports=4 shared_buffer_gbit=100.000000 received_fragments=1447 sent_fragments=1535 buffered_residual_gbit=1605.123667 sent_gbit=20137.207477 local_delivery_gbit=6355.767008 dropped_gbit=4094.380665 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=20 pause_frames_sent=10 resume_frames_sent=10 pause_updates_received=14 pause_frames_received=7 resume_frames_received=7 total_pause_time_ms=116150.000000
fluid-flow-wan-terminal gid=128 terminal=0 switch=0 generated_gbit=26292.490477 sent_gbit=8031.732227 source_backlog_gbit=18260.758249 active_source_flows=10 received_gbit=3583.126195 rate_updates_received=969 rate_cache_entries=4 pause_updates_received=2 pause_frames_received=1 resume_frames_received=1 total_pause_time_ms=9450.000000 generated_flows=10 received_fragments=433
fluid-flow-wan-terminal gid=129 terminal=1 switch=0 generated_gbit=23185.784125 sent_gbit=9085.004610 source_backlog_gbit=14100.779515 active_source_flows=9 received_gbit=3089.188726 rate_updates_received=644 rate_cache_entries=5 pause_updates_received=4 pause_frames_received=2 resume_frames_received=2 total_pause_time_ms=18900.000000 generated_flows=10 received_fragments=404
fluid-flow-wan-terminal gid=130 terminal=2 switch=1 generated_gbit=24762.956490 sent_gbit=5694.382773 source_backlog_gbit=19068.573717 active_source_flows=9 received_gbit=1589.276869 rate_updates_received=752 rate_cache_entries=2 pause_updates_received=12 pause_frames_received=6 resume_frames_received=6 total_pause_time_ms=86700.000000 generated_flows=10 received_fragments=231
fluid-flow-wan-terminal gid=131 terminal=3 switch=1 generated_gbit=17370.827585 sent_gbit=4978.221575 source_backlog_gbit=12392.606009 active_source_flows=8 received_gbit=5193.604557 rate_updates_received=401 rate_cache_entries=2 pause_updates_received=6 pause_frames_received=3 resume_frames_received=3 total_pause_time_ms=38350.000000 generated_flows=10 received_fragments=596
fluid-flow-wan-terminal gid=132 terminal=4 switch=2 generated_gbit=25679.850751 sent_gbit=9891.880077 source_backlog_gbit=15787.970674 active_source_flows=9 received_gbit=4576.486851 rate_updates_received=979 rate_cache_entries=4 pause_updates_received=4 pause_frames_received=2 resume_frames_received=2 total_pause_time_ms=18900.000000 generated_flows=10 received_fragments=462
fluid-flow-wan-terminal gid=133 terminal=5 switch=2 generated_gbit=26251.117587 sent_gbit=8857.967202 source_backlog_gbit=17393.150385 active_source_flows=8 received_gbit=2933.246939 rate_updates_received=609 rate_cache_entries=4 pause_updates_received=8 pause_frames_received=4 resume_frames_received=4 total_pause_time_ms=37800.000000 generated_flows=10 received_fragments=353
fluid-flow-wan-terminal gid=134 terminal=6 switch=3 generated_gbit=25609.205310 sent_gbit=4851.071469 source_backlog_gbit=20758.133841 active_source_flows=10 received_gbit=3143.208090 rate_updates_received=288 rate_cache_entries=1 pause_updates_received=8 pause_frames_received=4 resume_frames_received=4 total_pause_time_ms=37800.000000 generated_flows=10 received_fragments=392
fluid-flow-wan-terminal gid=135 terminal=7 switch=3 generated_gbit=26789.841468 sent_gbit=8769.820077 source_backlog_gbit=18020.021390 active_source_flows=9 received_gbit=1935.407896 rate_updates_received=370 rate_cache_entries=3 pause_updates_received=14 pause_frames_received=7 resume_frames_received=7 total_pause_time_ms=66150.000000 generated_flows=10 received_fragments=284
fluid-flow-wan-terminal gid=136 terminal=8 switch=4 generated_gbit=24728.294422 sent_gbit=7072.252590 source_backlog_gbit=17656.041832 active_source_flows=10 received_gbit=2905.580375 rate_updates_received=536 rate_cache_entries=4 pause_updates_received=4 pause_frames_received=2 resume_frames_received=2 total_pause_time_ms=18900.000000 generated_flows=10 received_fragments=386
fluid-flow-wan-terminal gid=137 terminal=9 switch=4 generated_gbit=27538.302402 sent_gbit=9246.328088 source_backlog_gbit=18291.974314 active_source_flows=10 received_gbit=2003.893968 rate_updates_received=265 rate_cache_entries=5 pause_updates_received=4 pause_frames_received=2 resume_frames_received=2 total_pause_time_ms=18900.000000 generated_flows=10 received_fragments=200
fluid-flow-wan-terminal gid=138 terminal=10 switch=5 generated_gbit=27740.012769 sent_gbit=6833.280334 source_backlog_gbit=20906.732435 active_source_flows=9 received_gbit=2806.737469 rate_updates_received=736 rate_cache_entries=3 pause_updates_received=8 pause_frames_received=4 resume_frames_received=4 total_pause_time_ms=67800.000000 generated_flows=10 received_fragments=225
fluid-flow-wan-terminal gid=139 terminal=11 switch=5 generated_gbit=20148.644218 sent_gbit=8411.970407 source_backlog_gbit=11736.673811 active_source_flows=10 received_gbit=2714.218150 rate_updates_received=763 rate_cache_entries=3 pause_updates_received=8 pause_frames_received=4 resume_frames_received=4 total_pause_time_ms=37800.000000 generated_flows=10 received_fragments=341
fluid-flow-wan-terminal gid=140 terminal=12 switch=6 generated_gbit=21291.266679 sent_gbit=7313.689966 source_backlog_gbit=13977.576712 active_source_flows=9 received_gbit=1139.821045 rate_updates_received=569 rate_cache_entries=3 pause_updates_received=0 pause_frames_received=0 resume_frames_received=0 total_pause_time_ms=0.000000 generated_flows=10 received_fragments=158
fluid-flow-wan-terminal gid=141 terminal=13 switch=6 generated_gbit=27081.273280 sent_gbit=7200.724530 source_backlog_gbit=19880.548750 active_source_flows=9 received_gbit=4199.236947 rate_updates_received=718 rate_cache_entries=3 pause_updates_received=4 pause_frames_received=2 resume_frames_received=2 total_pause_time_ms=18900.000000 generated_flows=10 received_fragments=368
fluid-flow-wan-terminal gid=142 terminal=14 switch=7 generated_gbit=22089.699045 sent_gbit=3910.813116 source_backlog_gbit=18178.885929 active_source_flows=10 received_gbit=3365.416860 rate_updates_received=704 rate_cache_entries=1 pause_updates_received=8 pause_frames_received=4 resume_frames_received=4 total_pause_time_ms=147800.000000 generated_flows=10 received_fragments=311
fluid-flow-wan-terminal gid=143 terminal=15 switch=7 generated_gbit=24269.296868 sent_gbit=5461.982850 source_backlog_gbit=18807.314018 active_source_flows=9 received_gbit=2703.949406 rate_updates_received=648 rate_cache_entries=2 pause_updates_received=6 pause_frames_received=3 resume_frames_received=3 total_pause_time_ms=38350.000000 generated_flows=10 received_fragments=275
fluid-flow-wan-terminal gid=144 terminal=16 switch=8 generated_gbit=27522.177281 sent_gbit=9073.669940 source_backlog_gbit=18448.507341 active_source_flows=10 received_gbit=2923.458776 rate_updates_received=535 rate_cache_entries=5 pause_updates_received=4 pause_frames_received=2 resume_frames_received=2 total_pause_time_ms=18900.000000 generated_flows=10 received_fragments=231
fluid-flow-wan-terminal gid=145 terminal=17 switch=8 generated_gbit=29843.380047 sent_gbit=5816.199158 source_backlog_gbit=24027.180889 active_source_flows=9 received_gbit=4381.325989 rate_updates_received=317 rate_cache_entries=3 pause_updates_received=4 pause_frames_received=2 resume_frames_received=2 total_pause_time_ms=18900.000000 generated_flows=10 received_fragments=414
fluid-flow-wan-terminal gid=146 terminal=18 switch=9 generated_gbit=25362.782130 sent_gbit=7717.674702 source_backlog_gbit=17645.107428 active_source_flows=9 received_gbit=2950.749477 rate_updates_received=395 rate_cache_entries=5 pause_updates_received=6 pause_frames_received=3 resume_frames_received=3 total_pause_time_ms=28350.000000 generated_flows=10 received_fragments=344
fluid-flow-wan-terminal gid=147 terminal=19 switch=9 generated_gbit=23522.596614 sent_gbit=8349.841656 source_backlog_gbit=15172.754958 active_source_flows=8 received_gbit=2024.921664 rate_updates_received=505 rate_cache_entries=5 pause_updates_received=6 pause_frames_received=3 resume_frames_received=3 total_pause_time_ms=28350.000000 generated_flows=10 received_fragments=237
fluid-flow-wan-terminal gid=148 terminal=20 switch=10 generated_gbit=30437.415186 sent_gbit=6082.453205 source_backlog_gbit=24354.961981 active_source_flows=10 received_gbit=3717.254804 rate_updates_received=402 rate_cache_entries=3 pause_updates_received=4 pause_frames_received=2 resume_frames_received=2 total_pause_time_ms=38900.000000 generated_flows=10 received_fragments=344
fluid-flow-wan-terminal gid=149 terminal=21 switch=10 generated_gbit=25022.857816 sent_gbit=8366.330862 source_backlog_gbit=16656.526954 active_source_flows=9 received_gbit=3064.955621 rate_updates_received=572 rate_cache_entries=4 pause_updates_received=4 pause_frames_received=2 resume_frames_received=2 total_pause_time_ms=18900.000000 generated_flows=10 received_fragments=384
fluid-flow-wan-terminal gid=150 terminal=22 switch=11 generated_gbit=23264.623018 sent_gbit=7924.938076 source_backlog_gbit=15339.684942 active_source_flows=8 received_gbit=2204.569473 rate_updates_received=682 rate_cache_entries=4 pause_updates_received=8 pause_frames_received=4 resume_frames_received=4 total_pause_time_ms=57800.000000 generated_flows=10 received_fragments=402
fluid-flow-wan-terminal gid=151 terminal=23 switch=11 generated_gbit=22376.581271 sent_gbit=7947.351946 source_backlog_gbit=14429.229324 active_source_flows=10 received_gbit=3996.578768 rate_updates_received=925 rate_cache_entries=4 pause_updates_received=10 pause_frames_received=5 resume_frames_received=5 total_pause_time_ms=47250.000000 generated_flows=10 received_fragments=286
fluid-flow-wan-terminal gid=152 terminal=24 switch=12 generated_gbit=22434.942046 sent_gbit=8508.322881 source_backlog_gbit=13926.619165 active_source_flows=9 received_gbit=1290.364290 rate_updates_received=448 rate_cache_entries=5 pause_updates_received=4 pause_frames_received=2 resume_frames_received=2 total_pause_time_ms=18900.000000 generated_flows=10 received_fragments=137
fluid-flow-wan-terminal gid=153 terminal=25 switch=12 generated_gbit=22378.616109 sent_gbit=9860.806597 source_backlog_gbit=12517.809512 active_source_flows=9 received_gbit=5694.302304 rate_updates_received=699 rate_cache_entries=6 pause_updates_received=2 pause_frames_received=1 resume_frames_received=1 total_pause_time_ms=19450.000000 generated_flows=10 received_fragments=448
fluid-flow-wan-terminal gid=154 terminal=26 switch=13 generated_gbit=23804.890153 sent_gbit=8736.326251 source_backlog_gbit=15068.563902 active_source_flows=8 received_gbit=3866.431734 rate_updates_received=482 rate_cache_entries=5 pause_updates_received=8 pause_frames_received=4 resume_frames_received=4 total_pause_time_ms=37800.000000 generated_flows=10 received_fragments=380
fluid-flow-wan-terminal gid=155 terminal=27 switch=13 generated_gbit=31141.736615 sent_gbit=10662.536633 source_backlog_gbit=20479.199982 active_source_flows=10 received_gbit=4572.789059 rate_updates_received=455 rate_cache_entries=5 pause_updates_received=2 pause_frames_received=1 resume_frames_received=1 total_pause_time_ms=9450.000000 generated_flows=10 received_fragments=341
fluid-flow-wan-terminal gid=156 terminal=28 switch=14 generated_gbit=20302.337969 sent_gbit=5263.855566 source_backlog_gbit=15038.482403 active_source_flows=10 received_gbit=6538.794126 rate_updates_received=495 rate_cache_entries=2 pause_updates_received=0 pause_frames_received=0 resume_frames_received=0 total_pause_time_ms=0.000000 generated_flows=10 received_fragments=635
fluid-flow-wan-terminal gid=157 terminal=29 switch=14 generated_gbit=27525.592941 sent_gbit=4627.483491 source_backlog_gbit=22898.109450 active_source_flows=10 received_gbit=2555.825447 rate_updates_received=405 rate_cache_entries=2 pause_updates_received=6 pause_frames_received=3 resume_frames_received=3 total_pause_time_ms=28350.000000 generated_flows=10 received_fragments=307
fluid-flow-wan-terminal gid=158 terminal=30 switch=15 generated_gbit=25321.551368 sent_gbit=8142.626077 source_backlog_gbit=17178.925291 active_source_flows=10 received_gbit=4972.077650 rate_updates_received=727 rate_cache_entries=4 pause_updates_received=4 pause_frames_received=2 resume_frames_received=2 total_pause_time_ms=18900.000000 generated_flows=10 received_fragments=515
fluid-flow-wan-terminal gid=159 terminal=31 switch=15 generated_gbit=22184.732293 sent_gbit=10040.020987 source_backlog_gbit=12144.711306 active_source_flows=10 received_gbit=2653.428189 rate_updates_received=467 rate_cache_entries=6 pause_updates_received=10 pause_frames_received=5 resume_frames_received=5 total_pause_time_ms=47250.000000 generated_flows=10 received_fragments=253
fluid-flow-wan-terminal gid=160 terminal=32 switch=16 generated_gbit=28956.257179 sent_gbit=8043.962806 source_backlog_gbit=20912.294373 active_source_flows=10 received_gbit=3530.906735 rate_updates_received=673 rate_cache_entries=4 pause_updates_received=8 pause_frames_received=4 resume_frames_received=4 total_pause_time_ms=107800.000000 generated_flows=10 received_fragments=338
fluid-flow-wan-terminal gid=161 terminal=33 switch=16 generated_gbit=21348.170668 sent_gbit=9032.007297 source_backlog_gbit=12316.163372 active_source_flows=8 received_gbit=3327.253296 rate_updates_received=628 rate_cache_entries=5 pause_updates_received=6 pause_frames_received=3 resume_frames_received=3 total_pause_time_ms=48350.000000 generated_flows=10 received_fragments=348
fluid-flow-wan-terminal gid=162 terminal=34 switch=17 generated_gbit=27555.353678 sent_gbit=9536.972786 source_backlog_gbit=18018.380892 active_source_flows=9 received_gbit=9787.120513 rate_updates_received=544 rate_cache_entries=5 pause_updates_received=4 pause_frames_received=2 resume_frames_received=2 total_pause_time_ms=18900.000000 generated_flows=10 received_fragments=585
fluid-flow-wan-terminal gid=163 terminal=35 switch=17 generated_gbit=27814.369293 sent_gbit=10402.807374 source_backlog_gbit=17411.561919 active_source_flows=9 received_gbit=2958.995223 rate_updates_received=435 rate_cache_entries=5 pause_updates_received=6 pause_frames_received=3 resume_frames_received=3 total_pause_time_ms=28350.000000 generated_flows=10 received_fragments=387
fluid-flow-wan-terminal gid=164 terminal=36 switch=18 generated_gbit=22413.919881 sent_gbit=8379.357898 source_backlog_gbit=14034.561982 active_source_flows=10 received_gbit=6306.956482 rate_updates_received=609 rate_cache_entries=4 pause_updates_received=8 pause_frames_received=4 resume_frames_received=4 total_pause_time_ms=57800.000000 generated_flows=10 received_fragments=571
fluid-flow-wan-terminal gid=165 terminal=37 switch=18 generated_gbit=18614.018247 sent_gbit=5862.522996 source_backlog_gbit=12751.495251 active_source_flows=8 received_gbit=1788.878145 rate_updates_received=353 rate_cache_entries=3 pause_updates_received=4 pause_frames_received=2 resume_frames_received=2 total_pause_time_ms=18900.000000 generated_flows=10 received_fragments=204
fluid-flow-wan-terminal gid=166 terminal=38 switch=19 generated_gbit=21513.918855 sent_gbit=7311.356034 source_backlog_gbit=14202.562821 active_source_flows=10 received_gbit=5091.358823 rate_updates_received=500 rate_cache_entries=4 pause_updates_received=0 pause_frames_received=0 resume_frames_received=0 total_pause_time_ms=0.000000 generated_flows=10 received_fragments=291
fluid-flow-wan-terminal gid=167 terminal=39 switch=19 generated_gbit=22991.034406 sent_gbit=7118.994721 source_backlog_gbit=15872.039685 active_source_flows=10 received_gbit=1435.025307 rate_updates_received=509 rate_cache_entries=4 pause_updates_received=6 pause_frames_received=3 resume_frames_received=3 total_pause_time_ms=28350.000000 generated_flows=10 received_fragments=105
fluid-flow-wan-terminal gid=168 terminal=40 switch=20 generated_gbit=18445.304636 sent_gbit=5809.254530 source_backlog_gbit=12636.050106 active_source_flows=8 received_gbit=2939.592821 rate_updates_received=340 rate_cache_entries=3 pause_updates_received=2 pause_frames_received=1 resume_frames_received=1 total_pause_time_ms=9450.000000 generated_flows=10 received_fragments=165
fluid-flow-wan-terminal gid=169 terminal=41 switch=20 generated_gbit=21233.528492 sent_gbit=7200.777575 source_backlog_gbit=14032.750917 active_source_flows=10 received_gbit=3781.885722 rate_updates_received=430 rate_cache_entries=4 pause_updates_received=6 pause_frames_received=3 resume_frames_received=3 total_pause_time_ms=28350.000000 generated_flows=10 received_fragments=360
